iter	MultiClass
248	0.0385117203
249	0.03829782284
250	0.03822441103
251	0.03812961729
252	0.03804889786
253	0.03787920175
254	0.03774909113
255	0.03756226614
256	0.03736529639
257	0.0372797543
258	0.0372015865
259	0.03705172155
260	0.03696923164
261	0.03686722423
262	0.03676153739
263	0.03657562953
264	0.03641131024
265	0.03634246597
266	0.03612362826
267	0.03589139326
268	0.03573273305
269	0.03569137422
270	0.03558826515
271	0.03542514066
272	0.03533775837
273	0.03514592659
274	0.03510676389
275	0.03499440676
276	0.03482250113
277	0.03463077782
278	0.03456357597
279	0.0343972424
280	0.03428168168
281	0.03420739987
282	0.03413604879
283	0.03404608891
284	0.03393586432
285	0.03381335908
286	0.03369681684
287	0.0335737617
288	0.03345637328
289	0.03335824016
290	0.03325114646
291	0.03307534963
292	0.03297806118
293	0.03282968796
294	0.03275061362
295	0.03270548598
296	0.03252814576
297	0.03245158234
298	0.03237833567
299	0.03222204178
300	0.03212970484
301	0.03205784857
302	0.03182478312
303	0.03175264399
304	0.03168534996
305	0.03157742386
306	0.03145067264
307	0.0313280946
308	0.03124262842
309	0.0312135064
310	0.03111766572
311	0.03103977768
312	0.03099838024
313	0.03083778328
314	0.0306661594
315	0.03059177991
316	0.03048772766
317	0.03044446601
318	0.03037243054
319	0.03020299606
320	0.0300953231
321	0.03002116251
322	0.02989888734
323	0.02985651571
324	0.02980324072
325	0.02969966104
326	0.02961941731
327	0.02948718579
328	0.02944880211
329	0.02938131058
330	0.02926173126
331	0.02913990101
332	0.02907845734
333	0.02896159419
334	0.0288595651
335	0.02876896333
336	0.02874555265
337	0.02861145314
338	0.02850275992
339	0.02839872214
340	0.02834540528
341	0.02831471313
342	0.02825422759
343	0.02813987418
344	0.02804660415
345	0.02798945032
346	0.02791692861
347	0.02772707272
348	0.02766950962
349	0.02755766245
350	0.02747086848
351	0.02741611918
352	0.02737390906
353	0.0272832782
354	0.02718098944
355	0.02713343944
356	0.02709579371
357	0.02701903694
358	0.02697013885
359	0.02692384427
360	0.02683768257
361	0.02678111147
362	0.02668995967
363	0.02664498135
364	0.02660802357
365	0.02656260556
366	0.02650962694
367	0.0264227732
368	0.02628091729
369	0.02619222058
370	0.02615783699
371	0.02609712977
372	0.02603557975
373	0.02599817974
374	0.02595666513
375	0.02590402718
376	0.02581137245
377	0.02575527341
378	0.02571951531
379	0.02558058398
380	0.02554445875
381	0.02547856103
382	0.02536634807
383	0.02530414271
384	0.02527130057
385	0.02524431036
386	0.02519431642
387	0.02507727889
388	0.02504286266
389	0.02495968088
390	0.02486981475
391	0.02482551459
392	0.02479399103
393	0.02476176698
394	0.02471436513
395	0.02464417243
396	0.02459959443
397	0.02451458856
398	0.02447683101
399	0.02440212124
400	0.02433817206
401	0.02424664015
402	0.02422083832
403	0.02417040834
404	0.024070673
405	0.02402381147
406	0.02399566037
407	0.02391423345
408	0.02385477298
409	0.02377862119
410	0.02371493944
411	0.0236732204
412	0.02361336188
413	0.0235435982
414	0.02349671908
415	0.02345408504
416	0.02341921014
417	0.02337840781
418	0.02326675709
419	0.02322264856
420	0.02315996705
421	0.02308736558
422	0.02304486547
423	0.02297241533
424	0.022890838
425	0.02280198869
426	0.02269969619
427	0.02265058556
428	0.02260443131
429	0.02256910485
430	0.02253200161
431	0.02250079577
432	0.02248052463
433	0.02241824844
434	0.02234265771
435	0.02231888472
436	0.02228630449
437	0.02223854698
438	0.02217560024
439	0.02207125038
440	0.02204462093
441	0.02198248127
442	0.02193459603
443	0.02191606822
444	0.02183491091
445	0.02175251802
446	0.02172689836
447	0.02166318855
448	0.02160878917
449	0.02157926777
450	0.02150918355
451	0.02148424129
452	0.02143080226
453	0.02139139636
454	0.0213019175
455	0.0212657413
456	0.02122467678
457	0.02119300354
458	0.02116874184
459	0.02113632837
460	0.02110212
461	0.02104311842
462	0.02101538649
463	0.02098082515
464	0.02094273517
465	0.02090386864
466	0.020834502
467	0.02080825291
468	0.02075050583
469	0.02072211287
470	0.0206664475
471	0.02059796681
472	0.02054951107
473	0.02048019119
474	0.02042486703
475	0.0203589216
476	0.02033725547
477	0.02029670926
478	0.02025053169
479	0.02020800731
480	0.02018793896
481	0.02016274414
482	0.02009469929
483	0.0200351759
484	0.01996934435
485	0.01992378998
486	0.01986797132
487	0.01983847174
488	0.01979514549
489	0.0197499009
490	0.01973146433
491	0.01968855871
492	0.01962674916
493	0.01960519494
494	0.01957661487
495	0.01954684368
496	0.01947915919
497	0.01942757119
498	0.01935228107
499	0.01929282789
500	0.01926994749
501	0.01920336654
502	0.01917451688
503	0.01911971116
504	0.01908185678
505	0.01905498505
506	0.01899650741
507	0.01896808099
508	0.01893253208
509	0.01887942132
510	0.01883699019
511	0.01878157247
512	0.01871962011
513	0.0186956253
514	0.01867021047
515	0.01864433299
516	0.01859623991
517	0.01855130828
518	0.01850669135
519	0.01847511997
520	0.01845890885
521	0.0183724148
522	0.01834894245
523	0.01831934676
524	0.01828296807
525	0.01823515086
526	0.01815668965
527	0.01811460771
528	0.01807926856
529	0.01805493693
530	0.01803497499
531	0.01797738668
532	0.01794984741
533	0.0179014999
534	0.01787034525
535	0.01782834366
536	0.01777355035
537	0.01771169056
538	0.01769733511
539	0.01765670699
540	0.01761533357
541	0.01753175113
542	0.01749307045
543	0.01744264667
544	0.01741378195
545	0.01740123265
546	0.01736999102
547	0.01735875545
548	0.01732676821
549	0.01728912245
550	0.01724573966
551	0.01722449406
552	0.01719838415
553	0.01716453661
554	0.0171174525
555	0.0170889556
556	0.01705450689
557	0.01701041653
558	0.01697043729
559	0.01695700383
560	0.01693496144
561	0.01687784625
562	0.01683311438
563	0.01682091611
564	0.01679343574
565	0.0167590532
566	0.01673812127
567	0.01660523979
568	0.01658065268
569	0.01656152609
570	0.01653914992
571	0.01650841376
572	0.0164949022
573	0.01647061373
574	0.01644830879
575	0.01642382846
576	0.01640500576
577	0.01637691397
578	0.01633912752
579	0.01632402481
580	0.01628861565
581	0.01620596204
582	0.01617009457
583	0.01614647445
584	0.01611521758
585	0.01608444822
586	0.01606379959
587	0.01605210194
588	0.01599688179
589	0.01596837334
590	0.01590548215
591	0.01588878701
592	0.01586256365
593	0.0158324381
594	0.0158038661
595	0.01576218968
596	0.01570250973
597	0.01565652535
598	0.0156430742
599	0.01561076513
600	0.01559186596
601	0.01557411303
602	0.01553601534
603	0.01550849839
604	0.01549304032
605	0.01547731714
606	0.01545654742
607	0.01543533218
608	0.01538499838
609	0.01533778332
610	0.01531115206
611	0.01529529134
612	0.01527618566
613	0.01524981751
614	0.01522271193
615	0.01520226751
616	0.01517931039
617	0.01513958358
618	0.01509949744
619	0.0149980151
620	0.0149700696
621	0.0149553702
622	0.01493567831
623	0.01491893059
624	0.01489471343
625	0.01487674876
626	0.01484978015
627	0.01483018493
628	0.01479924608
629	0.01477931196
630	0.01476902691
631	0.01473255636
632	0.01471956714
633	0.01469826049
634	0.01467884064
635	0.01464458702
636	0.01462485774
637	0.01459623181
638	0.01455776983
639	0.01453388592
640	0.01451264627
641	0.01448879942
642	0.01446153818
643	0.01441769153
644	0.01438370151
645	0.01436427036
646	0.0143484306
647	0.01431395167
648	0.01430106071
649	0.014286657
650	0.01427500344
651	0.01423152084
652	0.01421336935
653	0.01420048567
654	0.01418299921
655	0.01416126266
656	0.01412751954
657	0.01410729565
658	0.01408222339
659	0.01406579588
660	0.01403306644
661	0.01401743755
662	0.01400200586
663	0.01399104613
664	0.01393907699
665	0.01392591971
666	0.01389223496
667	0.01387975054
668	0.01385881088
669	0.01383433289
670	0.01381299628
671	0.01379725309
672	0.01377272027
673	0.01373618416
674	0.01372211598
675	0.0137125683
676	0.01369989332
677	0.01367796376
678	0.0136475934
679	0.01363805607
680	0.01361525912
681	0.01359073693
682	0.0135676838
683	0.01351880125
684	0.01350649112
685	0.01346972213
686	0.0134587706
687	0.01344795442
688	0.01342414318
689	0.01339262212
690	0.01337578276
691	0.01332079375
692	0.01328972792
693	0.01325965193
694	0.01323473779
695	0.01322086537
696	0.01320973333
697	0.01319338159
698	0.01318069364
699	0.01317180222
700	0.0131502738
701	0.01312299717
702	0.01309995813
703	0.01309243009
704	0.01306410993
705	0.01303989632
706	0.01301722804
707	0.01300444198
708	0.0129797135
709	0.01296944098
710	0.01295889164
711	0.01294270966
712	0.01291730613
713	0.01287138561
714	0.0128485388
715	0.01280937762
716	0.01278622892
717	0.01277184418
718	0.01275468443
719	0.01272002893
720	0.01270732326
721	0.01269231949
722	0.01267549053
723	0.01264996145
724	0.01263383995
725	0.01262075434
726	0.01260982769
727	0.01258405489
728	0.0125735562
729	0.01256015922
730	0.01251928611
731	0.01248043472
732	0.01244740603
733	0.01242626391
734	0.01240033319
735	0.01236412642
736	0.01232723712
737	0.01230705549
738	0.01229365793
739	0.01226630569
740	0.01223022555
741	0.01221130972
742	0.01218402579
743	0.01216427916
744	0.01214197129
745	0.01212165829
746	0.01210573823
747	0.01208560453
748	0.01206264326
749	0.0120436843
750	0.01200957306
751	0.01198154911
752	0.01196257441
753	0.01195406294
754	0.01193550381
755	0.01192108095
756	0.01189117739
757	0.01188047674
758	0.0118594499
759	0.01183341922
760	0.01182045703
761	0.0118125423
762	0.01179706747
763	0.01178476225
764	0.01177340253
765	0.0117630254
766	0.01174061787
767	0.01172651356
768	0.01171298908
769	0.0117043186
770	0.01168746139
771	0.01166893508
772	0.0116522633
773	0.01163709931
774	0.01161653155
775	0.01159042068
776	0.01156929452
777	0.01154737175
778	0.01150801005
779	0.01150331943
780	0.01148945493
781	0.01147358677
782	0.0114521674
783	0.01142491542
784	0.01140502735
785	0.01139327509
786	0.01138245671
787	0.01134720365
788	0.01133218472
789	0.01130480661
790	0.01129467422
791	0.01128673539
792	0.01127260524
793	0.01125682781
794	0.01122781579
795	0.01120909725
796	0.01115629057
797	0.01112425647
798	0.01111811087
799	0.01109452056
800	0.01107965413
801	0.01106001984
802	0.01103273714
803	0.01101895794
804	0.01100816262
805	0.01099155675
806	0.01095411762
807	0.01093100196
808	0.01091997267
809	0.01090028277
810	0.01087589377
811	0.01085269199
812	0.01084422292
813	0.01083390735
814	0.01082560555
815	0.01080308697
816	0.01078619019
817	0.01077055248
818	0.01076364754
819	0.01074886274
820	0.01072780139
821	0.01071392702
822	0.01068503945
823	0.01067757765
824	0.01065765278
825	0.01065149409
826	0.01063987669
827	0.01061725689
828	0.01059990334
829	0.01058230292
830	0.01057508438
831	0.01055667802
832	0.01052346237
833	0.01051507322
834	0.01049638195
835	0.0104844602
836	0.01046392598
837	0.01043989031
838	0.01042524324
839	0.01040480075
840	0.01039070393
841	0.01037842436
842	0.0103682274
843	0.0103538317
844	0.01033975395
845	0.01032912891
846	0.01031776617
847	0.01030950985
848	0.01028613555
849	0.01027295255
850	0.01026219523
851	0.01023787887
852	0.01021412169
853	0.01020434429
854	0.01019283023
855	0.01017734512
856	0.01015320153
857	0.01014619477
858	0.01012384489
859	0.01011251642
860	0.01008650846
861	0.01007967345
862	0.01007003712
863	0.01005605312
864	0.01004088205
865	0.01003256456
866	0.01001860217
867	0.010010723
868	0.01000417601
869	0.009994554697
870	0.009986960294
871	0.009968950585
872	0.009920527369
873	0.009897168257
874	0.009889385157
875	0.009873418585
876	0.009863747205
877	0.009853130988
878	0.009832801868
879	0.009815296446
880	0.009798206157
881	0.0097823973
882	0.00977291201
883	0.009757801606
884	0.009746270576
885	0.009734570667
886	0.00972442569
887	0.00970829478
888	0.009693240441
889	0.009684041861
890	0.009676891289
891	0.009661690691
892	0.009638774795
893	0.00963333147
894	0.009621106629
895	0.009608613151
896	0.009595309356
897	0.009588370779
898	0.009575583562
899	0.009555141023
900	0.00954111254
901	0.009530472845
902	0.009514632539
903	0.009499106512
904	0.009491441733
905	0.009481462661
906	0.009464265822
907	0.009451891992
908	0.009419945428
909	0.009400807932
910	0.009386246548
911	0.00937275185
912	0.00936217222
913	0.009339582969
914	0.009333573586
915	0.009320401037
916	0.009306944613
917	0.009289582088
918	0.009274962953
919	0.00926719725
920	0.009257760711
921	0.009251965481
922	0.009236399392
923	0.009230796534
924	0.009217371249
925	0.009193530188
926	0.009177209625
927	0.009163377732
928	0.009147039636
929	0.009138948195
930	0.009132086281
931	0.00912063754
932	0.009100200851
933	0.009091545351
934	0.009082765761
935	0.009076561316
936	0.009068431578
937	0.009057359967
938	0.009045465324
939	0.009039105123
940	0.009027951152
941	0.009016791857
942	0.009007936744
943	0.008997481611
944	0.008987679237
945	0.008976249597
946	0.008955174837
947	0.008937620006
948	0.008916885857
949	0.00891282833
950	0.008908242234
951	0.008894769122
952	0.008877595399
953	0.008872648744
954	0.008865261749
955	0.008857267035
956	0.008850674399
957	0.008844028456
958	0.008826999893
959	0.008810041558
960	0.008798609792
961	0.008784253337
962	0.008772973021
963	0.008763977746
964	0.008752495741
965	0.00874144269
966	0.008728169063
967	0.008717651131
968	0.008712888815
969	0.008704964175
970	0.008691012788
971	0.008684679434
972	0.008673240698
973	0.008666274091
974	0.008656806005
975	0.008634069922
976	0.008618036558
977	0.008610195949
978	0.008592458562
979	0.008575591449
980	0.008553153863
981	0.008542934207
982	0.008533836157
983	0.008529584231
984	0.008522927856
985	0.008512408396
986	0.008504770122
987	0.008499837132
988	0.008484810814
989	0.008475204699
990	0.008458690084
991	0.008449637288
992	0.008430120838
993	0.008420666028
994	0.00840975144
995	0.008399092423
996	0.008381857344
997	0.00837608626
998	0.008365325409
999	0.008349428649
